index,artist,title,mood,lyrics
ML828,England Dan & John Ford Coley,It's Sad To Belong,neg,"5 ContributorsIt’s Sad to Belong Lyrics(Verse 1)
Met you on a springtime day
You were minding your life and I was minding mine, too
Lady, when you looked my way
I had a strange sensation and, darling, that's when I knew

(Chorus)
That it's sad to belong to someone else when the right one comes along
Yes, it's sad to belong to someone else when the right one comes along

(Verse 2)
Oh, I wake up in the night
And I reach beside me hoping you will be there
But instead I find someone
Who believed in me when I said I'd always care

(Chorus)
Oh, it's sad to belong to someone else when the right one comes along
Yes, it's sad to belong to someone else when the right one comes along

(Bridge)
So I lived my life in a dream world
For the rest of my days
Just you and me walking hand in hand
In a wishful memory
You might also likeOh, I guess that's all
That it would ever be

(Verse 3)
Wish I had a time machine
I could make myself go back until the day I was born
And I would live my life again
And rearrange it so that I'd be yours from now on

(Chorus)
Oh, it's sad to belong to someone else when the right one comes along
Yes, it's sad to belong to someone else when the right one comes along

Oh, it's sad to belong to someone else when the right one comes along
Yes, it's sad to belong to someone else when the right one comes along

Oh, it's sad to belong to someone else when the right one comes along
Yes, it's sad to belong to someone else when the right one comes along

Yes, it's sad to belong to someone elseEmbed"
ML829,Queen Latifah,What Love Has Joined Together,pos,"1 ContributorWhat Love Has Joined Together LyricsIt would be easier to take the wet from water
Or the dry from sand
Than for anyone to try to separate us
Or stop us from holding hands

'Cause I love you
(I love you)
Oh, I love you from the bottom of my heart

And what love has joined together
What love has joined together
Can't nobody take it apart

It would be easier to take the cold from snow
Or the heat from fire
Than for anyone to take my love from you, baby
'Cause you're my heart's desire

I really love you
(I love you)
I love you from the bottom of my heart

And what love has joined together
What love has joined together
What love has joined together
Can't nobody take it apart
You might also likeEven if they separate us
A thousand miles apart
We will still be together
In each other's hearts

It would be easier to change
All the seasons of the year
Than for anyone to change
The way I feel about you, oh, I love you dear

I really love you
(I love vou)
Oh, baby, I love you from the bottom of my heart

Love has joined together
What love has joined together
What love has joined together
Can't nobody take it apart, baby

What love has joined together
What love has joined together
What love has joined together
What love has joined together

What love has joined together
What love has joined together
What love has joined togetherEmbed"
ML830,Roberta Flack,Set The Night To Music ,pos,"2 ContributorsSet the Night to Music Lyrics[Intro: Maxi Priest, Roberta Flack, Both]
Okay, Roberta, we can do what we wanna do
Touch me right here
Set the night to music
Set the night to music

[Verse 1: Maxi Priest, Roberta Flack, Both]
Look at all the stars tonight
Look at all the moonlight
Look at us, we're all alone
Oh, and it's just like a dream
Like some romantic fantasy
Darling, come and hold me close

[Chorus: Roberta Flack & Maxi Priest]
We could be making love
And with the slightest touch
We could, set the night to music
We could set the night to music
We could do what we want to do
It'll only take me and you, to
Set the night to music

[Verse 2: ]
We'll find a rhythm all our own
Melt into it nice and slow
Love ourselves away from here
Your heart beating next to mine
Perfect love in perfect time
Watch the world disappear
You might also like[Chorus: Roberta Flack & Maxi Priest]
This moment is ours to take
And with the love we make
We could set the night to music
We could set the night to music
We could do what we want to do
It'll only take me and you, to
Set the night to music

[Bridge: Maxi Priest, Roberta Flack]
Whoa-oh-ho, whoa-oh-ho
Yeah, yeah, oh, oh
Whoa-oh-ho
Yeah
Yeah, yeah (Oh yeah, oh yeah)

[Chorus: Roberta Flack & Maxi Priest, Roberta Flack, Maxi Priest]
This moment is ours to take (This moment is ours)
And with the love we make (The love that we make)
And with the smile that's ours
We could set the night to music
We could set the night to music
We could do what we wanna do
It'll only take me and you
To set the night to music (To music)
[Outro: Roberta Flack & Maxi Priest, Roberta Flack, Maxi Priest]
(Set the night) Set the night to music (To music)
We could set the night to music
(Set the night) (Set the night to music) (To music)
We could set the night to music
(Set the night) (Set the night to music) (To music)
We could set the night to music
(We could be making) (We could be making love) (Love)
We could set the night to music
(We could be making love) (Making love)
We could set the night to music
(With the stars) (We could be making love)
(Making love) (Yes, we could) (With the stars above)
We could set the night to music
(Making love) (Set the night to music) (Stars above)
We could set the night to musicEmbed"
ML831,Otis Redding,Respect,pos,"17 ContributorsRespect Lyrics[Verse 1]
What you want, honey, you got it
And what you need, baby, you got it
All I'm askin' is give me a little respect when I come home
Ooh, yeah
Hey, hey, hey
Yeah, now
Ooh, yeah

[Verse 2]
You can do me wrong, honey, if you wanna
But only do me wrong, honey, while I'm gone
All I'm askin' is give it, give it when I come home
Ooh, yeah
Hey, hey, hey
Yeah, now

[Verse 3]
Hey, little girl, you're sweeter than honey
And I wanna give you all of my money
All I'm askin' is give it when I come home
Yeah, now
Hey, hey, hey
Ooh, yeah, now

[Verse 4]
Hey, little girl, you're so sweeter than honey
And I wanna give you all of my money
But all I want you to do is give it, give it, give it when I come home
Ooh, yeah
Hey, hey, hey
You might also like[Outro]
Respect when I want it
Respect when I need it
Respect when I want it
Respect when I need it
Got to, got to have it
We got to have it
Got to, got to have it
Give it to me when I want it
Give it to me when I need it
Give it to me with respect, ah
Give it to me when I want it
Got to, got to give it
Got to, got to give it
You got to give it
You got to give it
We got to give itEmbed"
ML832,"Emerson, Lake & Palmer",From The Beginning,neg,"16 ContributorsFrom the Beginning Lyrics[Verse 1]
There might have been things I missed
But don't be unkind
It don't mean I'm blind

Perhaps there's a thing or two
I think of, lying in bed
I shouldn't have said
But there it is

[Chorus]
You see it's all clear
You were meant to be here
From the beginning

[Verse 2]
Maybe I might've changed
And not been so cruel
Not been such a fool

Whatever was done is done
I just can't recall
It doesn't matter at all

[Chorus]
You see it's all clear
You were meant to be here
From the beginning
You might also like[Instrumental Outro]1Embed"
ML833,Roisin Murphy,Let Me Know,neg,"9 ContributorsLet Me Know Lyrics[Intro]
I turn the other way
I'll never turn you down
You turn me on
Don't speak out every meaning
I don't belong to you
You don't belong to me
So don't hold on too tightly

[Chorus]
Let me know when you're lonely, babe
Let me know when you're lonely, babe

[Verse 1]
Happier now than I've been in the past
Gone are the days
Gone are the tears
That was a girl I used to be
The girl that you now see standing in front of you
Could keep going on
Because she believes
In setting you free

[Chorus]
So let me know when you're lonely, babe
Let me know when you're lonely, baby
Let me know when you're lonely, babe
Let me know when you're lonely, baby
You might also like[Verse 2]
I turn the other way
I can never turn you down
You turn me on
Don't speak out every meaning
I don't belong to you
Like you don't belong to me
So don't hold on too tightly
Let forever be

[Chorus]
So let me know when you're lonely, babe
Let me know when you're lonely, baby
Let me know when you're lonely, babe
Let me know when you're lonely, baby
Let me know when you're lonely, babe (It might be sweet)
Let me know when you're lonely, baby (If we could meet)
Let me know when you're lonely, babe (Along the way)
Let me know when you're lonely, baby (That could be okay)

[Bridge]
They're all the same in this cynical age
I won't be your ball and chain
I risk my reputation
Just to get a room
You always have the reservation
So come lie down beside me
(So let me know when you're lonely, babe)
(Let me know when you're lonely, baby) Beside me
(Let me know when you're lonely, babe) Beside me
(Let me know when you're lonely, baby) Beside me
[Chorus]
So let me know when you're lonely, babe (It might be sweet)
Let me know when you're lonely, baby (If we could meet)
Let me know when you're lonely, babe (Along the way)
Let me know when you're lonely, baby (That could be okay)

[Outro]
That could be okay
It might be sweet
If we could meet
Along the way
That could be okay1Embed"
ML834,Elton John,Sad Songs ,neg,"1 ContributorSing Me No Sad Songs LyricsI know you
You're trying to do all you can for me
I appreciate your help
But it's best just to leave me be

There's many things that I have done
And I'm sorry for them now
So darling please don't you comfort me
I'll sort it out somehow

So sing me no sad songs, tell me no lies
Please don't you make me blue
Sing me no sad songs, tell me no lies
Girl I can do without you

Don't go breaking my heart
It would tear me apart
'Cause then I'd be finished for good
So sing me no sad songs, tell me no lies
Please don't you make me blue

I don't want you to think I'm mean
Refusing all your help
The time has come, but my need is none
And I want to be alone with myself
You might also likeThere's many things that I have done
And I'm sorry for them now
So darling please don't you comfort meEmbed"
ML835,Sarah Vaughan,You're Not The Kind,pos,"3 ContributorsYou’re Not The Kind LyricsYou're not the kind of a boy for a girl like me
I'm just a song and a dance, you're a symphony!
I thought that you never would doubt me
But I'm tellin' you you'd be much better off without me!

You're just the kind of a boy who would always play fair
I'm just the kind of a girl who would never be square
It's so hard to let you go
But it's only because I know
That you're not the kind of a boy for a girl like me

You're just the kind of a boy who would always play fair
I'm just the kind of a girl who would never be square
It's so hard to let you go
But it's only because I know
That you're not the kind of a boy
That you're not the kind of a boy
That you're not the kind of a boy for a girl like meYou might also likeEmbed"
ML836,Alan Jackson,A Woman's Love,pos,"2 ContributorsA Woman’s Love Lyrics[Verse 1]
Well I have felt it and I have held it
I have known a woman's love
And I have tasted and I have wasted
A woman's love

[Pre-Chorus]
And I know, I know I'll never understand
All the little things that make it grand
A woman's love

[Chorus]
And I know, I know I'll never come face to face
With anything that takes the place
Of a woman's love

[Verse 2]
Well, I have kiss it, tried to resist it
I have missed a woman's love
And I have hated, taken for granted
A woman's love

[Pre-Chorus]
And I know, I know I'll never understand
All the little things that make it grand
A woman's love
You might also like[Chorus]
And I know, I know I'll never come face to face
With anything that takes the place
Of a woman's love

[Instrumental Break]

[Verse 3]
Well I have needed and I have pleaded
And I have lost a woman's love
And I have worshipped and I have cursed it
A woman's love

[Pre-Chorus]
And I know, I know I'll never understand
All the little things that make it grand
A woman's love

[Chorus]
And I know, I know I'll never come face to face
With anything that takes the place
Of a woman's love

[Outro]
Well I adore it and thank God for it
A woman's loveEmbed"
ML837,Dean Martin,Innamorata,pos,"3 ContributorsInnamorata LyricsIf our lips should meet, Innamorata
Kiss me, kiss me sweet Innamorata
Hold me close and say you're mine
With a love as warm as wine

I'm at heaven's door, Innamorata
Want you more and more, Innamorata
You're a symphony, a very beautiful sonata my Innamorata
Say that you're my sweetheart, my love

You're a symphony, a very beautiful sonata my Innamorata
Say that you're my sweetheart, my one and only sweetheart
Say that you're my sweetheart, my loveYou might also like1Embed"
ML838,Fine Young Cannibals,Ever Fallen In Love,pos,"8 ContributorsEver Fallen in Love LyricsYou spurn my natural emotions
You make me feel like dirt and I'm hurt
And if I start a commotion
I run the risk of losing you and that's worse

Ever fallen in love with someone
Ever fallen in love in love with someone
Ever fallen in love in love with someone
You shouldn't've fallen in love with

I can't see much of a future
Unless we find out what's to blame what a shame
And we won't be together much longer
Unless we realize that we are the same

Ever fallen in love with someone
Ever fallen in love in love with someone
Ever fallen in love in love with someone
You shouldn't've fallen in love with

You disturb my natural emotions
You make me feel like dirt and I'm hurt
And if I start a commotion
I run the risk of losing you and that's worse

Ever fallen in love with someone
Ever fallen in love in love with someone
Ever fallen in love in love with someone
You shouldn't've fallen in love with
You might also likeEver fallen in love with someone
Ever fallen in love in love with someone
Ever fallen in love in love with someone
You shouldn't've fallen in love with

BREAK

Ever fallen in love with someone
Ever fallen in love in love with someone
Ever fallen in love in love with someone
You shouldn't've fallen in love with

Ever fallen in love with someone
Ever fallen in love in love with someoone you shouldn't've
Fallen in love with...Embed"
ML839,LeAnn Rimes,God Bless America,pos,"3 ContributorsGod Bless America Lyrics[Verse 1]
God Bless America
Land that I love
Stand beside her, and guide her
Through the night with the light from above

[Chorus]
From the mountains, to the prairies
To the oceans, wide with hope
God Bless America
My home sweet home

[Verse 2]
God Bless America
My home sweet home
God Bless America

[Chorus]
From the mountains, to the praries
To the oceans, wide with hope
God Bless America
My home sweet home
God Bless AmericaYou might also likeEmbed"
ML840,Diana Krall,Little Girl Blue,pos,"5 ContributorsLittle Girl Blue LyricsSit there and count your fingers
What can you do
Old girl you're through
Just sit there
And count your little fingers
Unlucky little girl blue

Just sit there
And count the raindrops
Falling on you
It's time you knew
All you can count on
Are the raindrops
That fall on little girl blue

No use old girl
You may as well surrender
Your hopes are getting slender
Why won't somebody send a tender blue boy
To cheer up little girl blue

No use old girl
You may as well surrender
Your hopes are getting slender
Why won't somebody send a tender blue boy
To cheer up little girl blueYou might also likeEmbed"
ML841,Billie Holiday,Did I Remember?,neg,"3 ContributorsDid I Remember? LyricsDid I remember to tell you I adore you
And I am livin' for you alone?

Did I remember to say I'm lost without you
And just how mad about you I've grown?

You were in my arms
And that was all I knew
We were alone, we two
What did I say to you?

Did I remember to tell you I adore you
And pray forevermore you'll be mine?You might also likeEmbed"
ML842,Billie Holiday,The Very Thought Of You,pos,"3 ContributorsThe Very Thought Of You Lyrics[Verse 1]
The very thought of you
And I forget to do
Those little ordinary things
That everyone ought to do
I'm living in a kind of daydream
I'm happy as a queen
And foolish though it may seem
To me that's everything

[Verse 2]
The mere idea of you
The longing here for you
You'll never know how slow the moments go
'Til I'm near to you
I see your face in every flower
Your eyes in stars above
It's just the thought of you
The very thought of you, my love

[Instrumental Break]

[Outro]
I see your face in every flower
Your eyes in stars above
It's just the thought of you
The very thought of you, my loveYou might also like1Embed"
ML843,"Hamilton, Joe Frank & Reynolds",Fallin' In Love,pos,"9 ContributorsFallin’ in Love LyricsBaby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again

I could never see what fate had meant for me
And then you came
And made my dreams match reality

Maybe you can see all the things
You've been to me
But my simple fate is at the gate
And girl, you've got the key

Baby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again

It seems like yesterday
You and I first loved this way
But now, I know how love can grow
With each and every day

As we lay at midnight's hour
And feel love's hidden power
So strong and bold
As life unfolds its mystery to me
You might also likeBaby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again

You and me for eternity
In love, we'll always be
Young and free and that should be
The way it's gotta be

Baby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again

Baby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again

Baby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again1Embed"
ML844,Mary J. Blige,Real Love ,pos,"22 ContributorsReal Love Lyrics[Produced by Mark Morales & Mark C. Rooney]

[Verse 1]
We are lovers through and through
And though we made it through the storm
I really want you to realize, I really want to put you on
I've been searching for someone to satisfy my every need
Won't you be my inspiration?
Be the real love that I need

[Chorus]
Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love

[Verse 2]
Ooh, when I met you
I just knew that you would take my heart and run
Until you told me how you loved for me, you said I'm not the one
So I slowly came to see all of the things that you were made of
And now I hope my dreams and inspiration lead me towards a real love

[Chorus]
Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love
I got to have a real love
You might also like[Bridge]
Love so true, and oh baby, I thought that love was true
I thought that you were the answer to the question in my mind
But it seems that I was wrong, if I stay strong, maybe I'll find
A real love

[Verse 3]
So I've tried my best and prayed to God he'll send me someone real
To caress me and to guide me towards a love my heart can feel
Now I know I can be faithful, I can be your all and all
Ill give you good lovin' through the summertime, winter, spring and fall

[Chorus]
Real love, I'm searching for a real love (Real love, real love)
Someone to set my heart free
Real love, I'm searching for a real love
Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love

[Bridge]
See, I'm searching for a real love and I don't know where to go
(Real love, I'm searching for a real love)
Been around the world and high and low and still I never know
(Someone to set my heart free
Real love, I'm searching for a real love)
How it feels to have a real love cause it seems it's not around
Gotta end it in this way 'cause it seems he can't be found
[Chorus]
Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love
Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love
Real love3Embed"
ML845,Trivium,Shattering The Skies Above,neg,"3 ContributorsShattering the Skies Above Lyrics[Verse 1]
Take me into the seas
So I can clean, off this disease
Death will complete me
It is what I need

[Pre-Chorus]
Take my evil, to the skies
Take my evil, all light dies

[Chorus]
Shattering the Skies Above
I want to destroy all that you love
Shattering the Skies Above
I won't rest 'til I am drenched in blood

[Verse 2]
Take me into the seas
So I can clean, off this disease
Death will complete me
It is what I need

[Pre-Chorus]
Take my evil, to the skies
Take my evil, all light dies
You might also like[Chorus]
Shattering the Skies Above
I want to destroy all that you love
Shattering the Skies Above
I won't rest 'til I am drenched in bloodEmbed"
ML848,The Oak Ridge Boys,Fancy Free,pos,"2 ContributorsI’m Settin’ Fancy Free LyricsI'm setting Fancy free, because she wants to go
She's tired of loving me, she told me so
I guess she don't know just how much she means to me
But along with all my dreams I'm setting Fancy free

Yes I'm setting Fancy free, even though I love her still
She'd be no good to me if I held her against her will
Even thou that girl, she's the best part of my world
Along with all my dreams I'm setting Fancy free

Oh Lord you just don't know how it hurts to say goodbye
She did her best to stay, I can't say she did not try
I just hope the road she takes leads back to me
So along with all my dreams I'm setting Fancy free

Yes I'm setting Fancy free, even though I love her still
She'd be no good to me if I held her against her will
Even thou that girl, she's the best part of my world
Along with all my dreams I'm setting Fancy free

Yes I'm setting Fancy free, even though I love her still
She'd be no good to me if I held her against her will
Even thou that girl, she's the best part of my world
Along with all my dreams I'm setting Fancy free

Yes I'm setting Fancy free, even though I love her still
She'd be no good to me if I held her against her will
Even thou that girl, she's the best part of my worldYou might also likeEmbed"
ML849,Bobby Bare,500 Miles Away From Home,pos,"5 Contributors500 Miles Away From Home Lyrics[Intro]
I'm five hundred miles away from home

[Verse 1]
Teardrops fell on mama's note when I read the things she wrote
She said we miss you son we love you come on home
Well I didn't have to pack I had it all right on my back
Now I'm five hundred miles away from home

[Chorus]
Away from home, away from home
Cold and tired and all alone
Yes I'm five hundred miles away from home

[Verse 2]
I know this is the same road I took the day I left home but it sure looks different now
Well I guess I look different too 'cause time changes everything
I wonder what they'll say when they see their boy looking this way
Oh I wonder what they'll say when I get home

[Verse 3]
Can't remember when I ate it's just thumb and walk and wait
And I'm still five hundred miles away from home
If my luck had been just right I'd be with them all tonight
But I'm still five hundred miles away from home
You might also like[Chorus]
Away from home, away from home
Cold and tired and all alone
Yes I'm still five hundred miles away from home
Lord I'm still five hundred miles away from homeEmbed"
ML850,Willie Nelson,Let It Be Me,pos,"3 ContributorsLet It Be Me Lyrics[Intro]
I bless the day I found you
I want to stay around you
And so I beg you, let it be me

[Verse]
Don't take this Heaven from one
If you must cling to someone
Now and forever, let it be me

[Pre-Chorus]
Each time we meet love
I find complete love
And without your sweet love
What would life be?

[Chorus]
So never leave me lonely
Tell me, you love me only
And that you'll always let it be me

[Guitar Solo]

[Pre-Chorus]
Each time we meet love
I find complete love
And without your sweet love
What would life be?
You might also like[Chorus]
So never leave me lonely
Tell me, you love me only
And that you'll always let it be meEmbed"
ML851,Willie Nelson,Blue Skies,pos,"7 ContributorsBlue Skies Lyrics[Chorus]
Blue skies smiling at me
Nothing but blue skies do I see
Blue birds singing a song
Nothing but blue skies from now on

[Verse]
I never saw the sun shining so bright
Never saw things going so right
Noticing the days hurrying by
When you're in love, my how they fly by
Blue days, all of them gone
Nothing but blue skies from now on

[Instrumental Bridge]

[Chorus]
Blue skies smiling at me
Nothing but blue skies do I see
Blue days, all of them gone
Nothing but blue skies from now on
Blue skies smiling at me
Nothing but blue skies do I see
Blue days, all of them gone
Nothing but blue skies from now on
Blue skies smiling at me
Nothing but blue skies do I see
Blue days, all of them gone
Nothing but blue skies from now onYou might also likeEmbed"
ML852,Ronnie Milsap,"Happy, Happy Birthday Baby",pos,"7 ContributorsHappy, Happy Birthday Baby LyricsHappy, happy, birthday baby
Although you're with somebody new
Thought I'd drop a line to say
That I wish this happy day
Would find me beside you

Happy, happy, birthday baby
No, I can't call you my baby
Seems like years ago we met
On a day I can't forget

'Cause that's when we fell in love
Do you remember the names we had for each other
You were my pretty, I was your baby
How could we say goodbye?

Hope I didn't spoil your birthday
I know I'm acting kinda crazy
So I'll close this note to you
With good luck and wishes too

Happy, happy birthday baby
Do you remember the names we had for each other
You were my pretty..I was your baby
How could we say goodbye?
You might also likeHope I didn't spoil your birthday
I know I'm acting kinda crazy
So, I'll close this note to you
With good luck and wishes too

Happy, happy, birthday baby...Embed"
ML853,Dolly Parton,Think About Love,pos,"5 ContributorsThink About Love Lyrics[Verse 1]
I can't forget you
Ever since the moment that I met you
You've been on my mind
And I need to
Somehow let you know
That I think about you all the time

[Chorus]
So when you think about love, think about me
I can give you more than you'll ever need
Sooner or later every heart needs some company
When you think about love, think about me
When you think about love, think about me

[Verse 2]
We were strangers
Now I'm already wrapped around your finger
Oh, what's a heart to do?
Because it lingers
And the thought of you
Wanting me as much as I want you

[Chorus]
So when you think about love, think about me
I can give you more than you'll ever need
Sooner or later every heart needs some company
When you think about love, think about me
When you think about love, think about me
You might also like[Verse 3]
Makes me blue
I'm not holding you
Tonight
Because only you
Can satisfy
This heart of mine

[Chorus]
So when you think about love, think about me
'Cause I can give you more than you'll ever need
Sooner or later every heart needs some company
So when you think about love, think about me
When you think about love, think about me
'Cause I can give you more than you'll ever need
Sooner or later every heart needs some company
When you think about love, think about me
When you think about love, think about me
'Cause I can give you more than you'll ever need
Sooner or later every heart needs some company
When you think about love, think about me
When you think about love, think about meEmbed"
ML854,Marty Robbins,Big Iron,neg,"67 ContributorsTranslationsРусскийBig Iron Lyrics[Verse 1]
To the town of Agua Fria
Rode a stranger one fine day
Hardly spoke to folks around him
Didn't have too much to say
No one dared to ask his business
No one dared to make a slip
The stranger there among them
Had a big iron on his hip
Big iron on his hip

[Verse 2]
It was early in the morning
When he rode into the town
He came riding from the south side
Slowly looking all around
""He's an outlaw loose and running""
Came the whisper from each lip
""And he's here to do some business
With the big iron on his hip""
Big iron on his hip

[Verse 3]
In this town there lived an outlaw
By the name of Texas Red
Many men had tried to take him
And that many men were dead
He was vicious and a killer
Though a youth of twenty-four
And the notches on his pistol
Numbered one and nineteen more
One and nineteen more
You might also like[Verse 4]
Now the stranger started talking
Made it plain to folks around
Was an Arizona Ranger
Wouldn't be too long in town
He came here to take an outlaw
Back alive, or maybe dead
And he said it didn't matter
He was after Texas Red
After Texas Red

[Verse 5]
Wasn't long before the story
Was relayed to Texas Red
But the outlaw didn't worry
Men that tried before were dead
Twenty men had tried to take him
Twenty men had made a slip
Twenty-one would be the Ranger
With the big iron on his hip
Big iron on his hip

[Verse 6]
The morning passed so quickly
It was time for them to meet
It was twenty past eleven
When they walked out in the street
Folks were watching from the windows
Everybody held their breath
They knew this handsome Ranger
Was about to meet his death
'Bout to meet his death
[Verse 7]
There was forty feet between them
When they stopped to make their play
And the swiftness of the Ranger
Is still talked about today
Texas Red had not cleared leather
'Fore a bullet fairly ripped
And the Ranger's aim was deadly
With the big iron on his hip
Big iron on his hip

[Verse 8]
It was over in a moment
And the folks had gathered round
There before them lay the body
Of the outlaw on the ground
Oh, he might have went on livin'
But he made one fatal slip
When he tried to match the Ranger
With the big iron on his hip
Big iron on his hip

[Outro]
Big iron, big iron
When he tried to match the Ranger
With the big iron on his hip
Big iron on his hip27Embed"
ML855,Faron Young,Hello Walls,neg,"6 ContributorsHello Walls Lyrics(Hello, hello)
Hello walls (hello, hello), how'd things go for you today?
Don't you miss her since she upped and walked away?
And I'll bet you dread to spend another lonely night with me
But lonely walls, I'll keep you company

Hello window (hello hello), well I see that you're still here
Aren't you lonely since our darling disappeared?
Well, look here, is that a teardrop in the corner of your pane?
Now don't you try to tell me that it's rain

She went away and left us all alone, the way she planned
Yes, we'll have to learn to get along without her if we can

Hello ceiling (hello hello), I'm gonna stare at you awhile
You know I can't sleep, so won't you bear with me awhile?
We must all stick together or else I'll lose my mind
I've got a feeling she'll be gone a long, long time
(hello, hello)...You might also likeEmbed"
ML856,Billy Swan,I Can Help,pos,"14 ContributorsI Can Help LyricsIf you got a problem
Don't care what it is
If you need a hand
I can assure you this

I can help
I got two strong arms, I can help
It would sure do me good to do you good
Let me help

It's a fact that people get lonely
Ain't nothing new
But a woman like you, baby
Should never have the blues

Let me help
I got two for me, let me help
It would sure do me good to do you good
Let me help

When I go to sleep at night
You're always a part of my dream
Holding me tight
And telling me everything I wanna hear

Don't forget me, baby
All you gotta do is call
You know how I feel about ya
If I can do anything at all
You might also likeLet me help
If your child needs a daddy, I can help
It would sure do me good to do you good
Let me help

[Musical Interlude]

When I go to sleep at night
You're always a part of my dream
Holding me tight
And telling me everything I wanna hear

Don't forget me, baby
All you gotta do is call
You know how I feel about you
If I can do anything at all

Let me help
If your child needs a daddy, I can help
It would sure do me good to do you good
Let me help2Embed"
ML857,Frank Sinatra,Nice Work If You Can Get It,pos,"6 ContributorsNice Work If You Can Get It LyricsHolding hands at midnight
'Neath a starry sky
Nice work if you can get it
And you can get it if you try
Strolling with the one girl
Sighing sigh after sigh
Nice work if you can get it
And you can get it if you try

Just imagine someone
Waiting at the cottage door
Where two hearts become one
Who could ask for anything more?
Loving one who loves you
And then taking that vow
Nice work if you can get it
And if you get it, won't you tell me how?

Holding hands at midnight
'Neath a starry sky
And strolling with the one girl
Sighing sigh after sigh

Just imagine someone
Waiting at the cottage door
Where two hearts become one
Who could ask for anything more?
Loving one who loves you
And then taking that vow
Nice work if you can get it
And if you get it, won't you tell me how?You might also likeEmbed"
ML859,Taddy Porter,Shake Me,neg,"2 ContributorsShake Me LyricsAll right
Now you say that you've met my kind before
Uh-huh uh-huh
Now excuse me if I'm dying for a little more
Uh-huh uh-huh
Now baby, what you do, what you do to me
I know, that you will, and girl

Sh-sh-shake me, you know she can shake it
B-b-break me, you know she can take it
I know, yeah, I like the way she moves
When she shakes me, when she shakes me
Slow, slow down, slow, slow down

Now who do you think you're talkin' to
Uh-huh uh-huh
Baby now you're sayin' you want me too
Uh-huh uh-huh
First you gotta show me what you can do
And I know, that you will
All right

Sh-sh-shake me, you know she can shake it
B-b-break me, you know she can take it
I know, yeah, I like the way she moves
When she shakes me, when she shakes me
Slow, slow down, slow, slow down
You might also likeI know it's all right, it's all all right
You can say that it's all right
I know it's all right, it's all all right, yeah

I need to see her move again
So tell me what to do
Yeah, yeah, yeah
It's all all right
Yeah, yeah, yeah
She all right, she's all all right
Yeah!

Sh-sh-shake me, you know she can shake it
B-b-break me, you know she can take it
I know, yeah, I like the way she moves
When she shakes me, yeah

Sh-sh-shake me, you know she can shake it
B-b-break me, you know she can take it
I know, yeah, I like the way she moves
When she shakes me, when she shakes me

Slow, slow down, slow, slow down
Slow, slow down, slow, slow...Embed"
ML860,Rob Zombie,Sick Bubble-Gum,neg,"7 ContributorsSick Bubblegum LyricsHey, we all know how we're gonna die, baby
We're gonna crash and burn, burn, burn, burn, burn...

Mechanized head and a god named Zed
I keep telling you it's all right
A parallax view that you can't unscrew
When it all just gets so tight

Rock, motherfucker
Rock the motherfucker
Rock, motherfucker, yeah
Rock, motherfucker
Rock the motherfucker
Rock, motherfucker, yeah

Chew it up – spit it out
Sick bubblegum
Blow it up – stick it out
Sick bubblegum
Tear it up – push it down
Sick bubblegum
Shove it in – rip it out
Sick bubblegum

A fireproof stick and I ain't so quick
I just make you think I am
Black numb days and a model hater
Brand new illusion scare
You might also likeRock, motherfucker
Rock the motherfucker
Rock, motherfucker, yeah
Rock, motherfucker
Rock the motherfucker
Rock, motherfucker, yeah

Chew it up – spit it out
Sick bubblegum
Blow it up – stick it out
Sick bubblegum
Tear it up – push it down
Sick bubblegum
Shove it in – rip it out
Sick bubblegum

Remember the coop when you hit the loop
A new god in Hollywood
Diamond daze and your locust plays
You wouldn't make it if you could

Rock, motherfucker
Rock the motherfucker
Rock, motherfucker, yeah
Rock, motherfucker
Rock the motherfucker
Rock, motherfucker, yeah
Chew it up – spit it out
Sick bubblegum
Blow it up – stick it out
Sick bubblegum
Tear it up – push it down
Sick bubblegum
Shove it in – rip it out
Sick bubblegum1Embed"
